"_unit_id","_golden","_unit_state","_trusted_judgments","_last_judgment_at","what_is_the_stance_of_the_user_that_wrote_those_three_messages","what_is_the_stance_of_the_user:confidence","content","ids","what_is_the_stance_of_the_user_gold"
"1048884526","false","finalized","3","9/26/2016 09:15:46","remain","0.6628","MESSAGE 1: why parliament can still act in the best interests of the uk and the wider world to stop #brexit  https://t.co/9icg9eh4ur  MESSAGE 2: something's gone terribly wrong in britain. even the daily mail is reporting on rising levels of racism post #brexit https://t.co/yr1hthozqw  MESSAGE 3: ruth davidson's scottish tories - the official holyrood opposition - are in no man's land after #leave, #brexit and today's holyrood vote...","747734194663624704_747761286432366592_747834629227421696",
"1048884527","false","finalized","2","9/26/2016 19:59:30","leave","1.0000","MESSAGE 1: debts, war, terrorism and mass islamic migration: eu is a danger for a safe and peaceful europe. #brexit #voteleave https://t.co/kvi1a0hbcr  MESSAGE 2: the most absolutely frightening compilation video of the current islamic overthrow of europe you'll ever see #brexit https://t.co/jzckrfaavn  MESSAGE 3: #voteleave before #england turns into a 3rd world hellhole.#muslims are infiltrating the #uk from within.#brexit https://t.co/xhfhbhlz1d","746071482602762240_746069455369809921_746038296367730692",
"1048884528","false","finalized","2","9/26/2016 09:14:58","leave","1.0000","MESSAGE 1: open borders policy has taken down david cameron. #brexit. it must take down hillary next. #stophillary https://t.co/f7t4emyg52  MESSAGE 2: putting the ""great"" back in great britain.#brexit #brexitvote #eurefresults  MESSAGE 3: 1st thing obama did after #brexit was talk to angela merkel - the destroyer of #germany and europe ! traitor ! https://t.co/qqrijaquy5","746443544676696064_746456839106199552_746408920135143424",
"1048884529","false","finalized","3","10/1/2016 19:15:53","leave","0.6745","MESSAGE 1: top #uk politican #nigelfarage says ""#putin behaved in a more statesman-like manner than #obama’ amid #brexithttps://t.co/ermtu6jgd5 #tcot  MESSAGE 2: i'm not sure calling people racist is working anymore. we're gonna need a bigger slur #brexit https://t.co/xrj9y6fxif  MESSAGE 3: farage: 'putin behaved like more of a statesman than obama'the_farage https://t.co/1fhzw9ypss #ukip #brexit #farage https://t.co/m1gqai1kqh","747665770079977472_747687035503255553_747685368871399424",
"1048884530","false","finalized","2","9/26/2016 12:41:25","untelligible","1.0000","MESSAGE 1: betfair #brexit market officially becomes the firm's first political market to trade more than £50m.  huge. #euref  MESSAGE 2: with a few hours remaining... the best source of analysis and data on #brexit  https://t.co/ypxoctwwsn  MESSAGE 3: .@fullfact has been preparing to fact-check #brexit for two years. as a decision looms, here's what they've learned:https://t.co/akkdx2oewx","745738310086197248_745863604289810432_746046936424275968",
"1048884531","false","finalized","2","9/30/2016 02:18:38","untelligible","1.0000","MESSAGE 1: what happens next? our director @anandmenon1 on @bbcworld #brexit https://t.co/lwv5rgvdma  MESSAGE 2: #brexit: what will it mean for britain? #eurefresults @natcen https://t.co/6qs9jgyndt https://t.co/2628a96edk  MESSAGE 3: @ukandeu director @anandmenon1 on @bbcworld #brexit https://t.co/xuzoohd106","746302444515241984_746351957384765440_746302473804070912",
"1048884532","false","finalized","3","10/1/2016 10:47:45","leave","0.6616","MESSAGE 1: we all thought they'd have a plan... https://t.co/soghffvxhn  MESSAGE 2: why don't we offer the new #england manager £350 million a week? we might get someone good and what better way to spend  #brexit dividend?  MESSAGE 3: seeing americans freaking out over #brexit. unless it causes porn, pizza, wifi, or sports to disappear, it's not that big of a deal.","747915269436223489_747709715430412292_747698992281169923",
"1048884533","false","finalized","2","9/28/2016 18:08:23","leave","1.0000","MESSAGE 1: i'm dutch and i endorse #brexit  because we can be united only in freedom, sovereignty and rule of law.#voteleave https://t.co/yabo9eitgm  MESSAGE 2: we fought a war with you for independence britainnobody understands its importance better than americavote #brexit #voteleave ??#euref  MESSAGE 3: rt i was at the polling booth for 7am to vote to leave the eu after years of waiting (use a pen) #brexit  #ivoted https://t.co/aogig1akb1","746040564731224064_745863214185971715_745892154816466945",
"1048884534","false","finalized","2","9/30/2016 19:42:15","leave","1.0000","MESSAGE 1: being told to be ashamed of my #euref vote; seems democracy only counts when you vote the way the regressive left want. #brexit  MESSAGE 2: time for a proper #brexit breakfast ? https://t.co/jtsed8ixis  MESSAGE 3: excellent news!  https://t.co/slj7upqnx7","746598513048432641_746256252204875776_746597927397826565",
"1048884535","false","finalized","3","9/26/2016 15:35:02","leave","0.6714","MESSAGE 1: by the inimitable must-follow @skiplicker on remain's odious hypocrisy cc @campbellclaret #brexit - 11 days, a to b https://t.co/leqlfwiybq  MESSAGE 2: hey @george_osborne can you now stop talking our great country down? ?? https://t.co/eysr8pjkt7  MESSAGE 3: pm of australia days he has spoken with the pm of nz to be the 1st with a trade deal with uk'. uk open for business with the world #brexit","747897535650537472_747829333474025472_747825383299551232",
"1048884536","false","finalized","2","9/26/2016 12:39:44","untelligible","1.0000","MESSAGE 1: for #brexit, @winterfloodinvt suggests personal assets, city merchants high yield, pantheon international, murray international, bg japan  MESSAGE 2: how these six wealth managers are positioned for the #referendum #brexit @splowmancwm https://t.co/f983aeabkb  MESSAGE 3: .@hughes_chris: #brexit’s just the end of the beginning for political risk https://t.co/ypycylmmzs via @bfly https://t.co/ok9sl6otnv","745906447523909633_745928179454447617_745968955815239680",
"1048884537","false","finalized","3","9/26/2016 09:36:12","leave","0.6591","MESSAGE 1: latest on how global markets are being rocked by brexit vote #brexit #euref https://t.co/sszkz3tlz0  MESSAGE 2: ftse 100 as it nears closing time - down around 2% #brexit https://t.co/o2dkeaft68  MESSAGE 3: the european union was a nobel idea for its time - it is no longer right for this country (uk) - @borisjohnson on @cnbcafrica now #brexit","746300882724192256_746368024752558080_746286003862835200",
"1048884538","false","finalized","2","9/26/2016 14:34:36","untelligible","1.0000","MESSAGE 1: #brexit spurs bets uk inflation will rise as pound drops https://t.co/do1amhqeij via @vramakrishnan11 https://t.co/e4zllapr87  MESSAGE 2: #brexit spurs bets uk inflation will rise as pound drops https://t.co/qyinxznrz6 via @vramakrishnan11 https://t.co/ghs4een9kz  MESSAGE 3: mario draghi says sadness best describes his #brexit feelings https://t.co/h1t4cymeie https://t.co/irnmvfydwl","747756848368001024_747756868936830976_747719997510791170",
"1048884539","false","finalized","2","9/29/2016 21:07:52","leave","1.0000","MESSAGE 1: we are britain!!! #brexit #strongerin #voteleave #vote_leave #go https://t.co/jrlrfswmav  MESSAGE 2: read this and change from in to out for god sake. get a grip you loony in party. see what our future is. #voteleave  https://t.co/repzl8twam  MESSAGE 3: ""i want to remain coz i don""t want a tory gov"" - why u voting with dave then??? #brexit #strongerin #voteleave https://t.co/4d74fvbdoj","746030835313311744_745889199593775104_746031388202246145",
"1048884540","false","finalized","2","9/28/2016 17:51:52","leave","1.0000","MESSAGE 1: dear david, sorry about your plans to be a brussels bureaucrat... guess they don't need you now.  maybe panama? https://t.co/hbua0mn7me  MESSAGE 2: i liked a @youtube video from @kevinanth https://t.co/hvvrvtbugf in full - andrew neil vs nigel farage #brexit - leave or remain  MESSAGE 3: 'the twit quits""!!! https://t.co/0sfbr4ectu","746289818074816513_746501127231922178_746289836340969472",
"1048884541","false","finalized","2","9/26/2016 09:20:47","untelligible","1.0000","MESSAGE 1: jd wetherspoon boss on #brexit, politicians caused market mess (27jun16) https://t.co/rnmr0n3qve #bbcbizlive  MESSAGE 2: in full - brexit kelly file / us view / 24 june 2016. #megynkelly #brexit #trump: https://t.co/5ur9zmhtgx via @youtube  MESSAGE 3: eu now in a hurry to abolish national governments. learning lessons from #brexit, the tyrants have upped their game. https://t.co/32sianzmcu","747699428832714752_747737898762539008_747691598113288193",
"1048884542","false","finalized","2","9/26/2016 14:30:44","untelligible","1.0000","MESSAGE 1: #malaysian #trade minister, #economist weigh in on #euref. #emergingmarkets #brexit #news https://t.co/yq7wd7csov https://t.co/75sabydn7f  MESSAGE 2: #citi #economist not worried about possible #brexit https://t.co/osqiyu0y9s #brexitornot #emergingmarkets https://t.co/nle6fkoe4d  MESSAGE 3: #china, world watches #britain on #euref day. #emergingmarkets #brexit #news  https://t.co/7j7bhd0ari https://t.co/4cl8duh57i","745991052369203200_745968474573275141_745923105986592768",
"1048884543","false","finalized","2","9/26/2016 14:13:09","untelligible","1.0000","MESSAGE 1: #sk eyes cooperation with #china, #japan to deal with #brexit fallout https://t.co/7vfboy3ijn #brexitvote https://t.co/4fawzyqzkr  MESSAGE 2: #china looks at two sides of the #brexit https://t.co/vlw3nefxyq #emergingmarkets #brexit result #brexitvote https://t.co/8gzbew1cqu  MESSAGE 3: #polish currency weakens on #brexit. #emergingmarkets #news #economic #euref https://t.co/ln2bvoahrq https://t.co/9b1l2x0kdw","746515777348505601_746508247285137408_746281718991175680",
"1048884544","false","finalized","2","9/26/2016 12:39:44","untelligible","1.0000","MESSAGE 1: #argentina’s finmin sees #brazil’s #recession as higher risk than #brexit. #emergingmkts https://t.co/c528n4fz23 https://t.co/k1ic59i4id  MESSAGE 2: #southkorea eyes #fta with #britain. #emergingmarkets #brexit #news #euref #trade  https://t.co/awjtxwgdde https://t.co/vobf0s3whg  MESSAGE 3: moody's say 2 #southafrica #gold miners to profit from #brexit &amp; more #emergingmarkets #news https://t.co/0iomow3lur https://t.co/8dej2h8tnd","747693519909830656_747580275350249472_747761472185503745",
"1048884545","false","finalized","2","9/28/2016 18:08:23","leave","1.0000","MESSAGE 1: leaveeuofficial: rt spikedonline: brendan o'neill on the immorality of faragephobia. https://t.co/js9i5phm6i #brexit  MESSAGE 2: four key claims made by the remain camp demolished in the final hours of the referendum battle https://t.co/ucndhdbp1t #brexit #euref  MESSAGE 3: electoral officers are telling voters they can't use pens, despite the electoral commission saying they can. #brexit https://t.co/weor5ww1py","745940830100262912_745757671832363009_746008687857262592",
"1048884546","false","finalized","2","9/30/2016 02:18:38","leave","1.0000","MESSAGE 1: a positive view of #brexit from fb https://t.co/j1se3nydqa  MESSAGE 2: i'd just like to thank all the people who have worked so hard for this historic brexit victory and, of course, the british people. #brexit  MESSAGE 3: i daresay my blood's running now. good day to be an englishman.-lane pryce#madmen*for52% #welp #brexit https://t.co/j4ay1njjsf","746600945962803200_746336285040721920_746314816806060034",
"1048884547","false","finalized","3","9/26/2016 15:35:02","leave","0.6714","MESSAGE 1: #brexit stock market fallout lasted an entire two trading days.  MESSAGE 2: his shares fell 30% #branson #brexit https://t.co/1h6tr9sefs  MESSAGE 3: what #brexit-bashing elites don’t get about democracy | new york post https://t.co/gn72fluczc","747837944606695424_747737644172451841_747810989492547584",
"1048884548","false","finalized","2","9/27/2016 02:32:03","leave","1.0000","MESSAGE 1: no matter the outcome, #brexit polls demonstrate how quickly half of any population can be convinced to vote against itself. quite a lesson.  MESSAGE 2: today is #brexit day. i hope the brits reclaim their sovereignty and dump the eu - a failed experiment that proves socialism doesn't work.  MESSAGE 3: rothschild, soros, bloomberg, branson, goldman sachs, jpmorgan, blackrock, carlyle group vs. the people https://t.co/phep2t0gwj #brexit","746059893073797120_745917300138778624_745918592974229504",
"1048884549","false","finalized","3","9/26/2016 16:53:17","untelligible","0.6491","MESSAGE 1: german far right #afd 'cries for joy' after uk votes to leave eu #brexit https://t.co/jnllcny1oh https://t.co/sh5puwr5yv  MESSAGE 2: #eu leaders dealing with #brexit https://t.co/ace7x33fay  MESSAGE 3: $2.7 trillion didn't disappear from earth to mars after #brexit - your confusing lost with overvalued #ausvotes https://t.co/olbgeyejyp","746277415748403200_746267886369419264_746460801871941636",
"1048884550","false","finalized","2","9/26/2016 09:58:50","leave","1.0000","MESSAGE 1: i guess #brexit proves that old, racist folks always get what they want. old people vote.  MESSAGE 2: 1) find a couple of idiots who ""bregret"" voting for #brexit.2) pretend it's a nationwide phenomenon.3) call for a 2nd referendum.  MESSAGE 3: the tactic of characterising leave voters as a pack of unthinking xenophobes backfired spectacularly.#brexit #eurefhttps://t.co/5ykynmr3ua","747870104721973248_747709295823831040_747714700436246532",
"1048884551","false","finalized","2","9/26/2016 10:19:30","untelligible","1.0000","MESSAGE 1: #brexit vote already has a winner: the gambling industry https://t.co/zrdzd6chgs  MESSAGE 2: #brexit and donald trump are actually the same thingvia @anowrthttps://t.co/rp1sprjkhe  MESSAGE 3: nigel farage just now: ""we are cautiously not optimistic"" #brexit","745739427339706368_745741953371938816_746098182820610048",
"1048884552","false","finalized","2","9/30/2016 10:59:01","untelligible","1.0000","MESSAGE 1: the value of the gbp (relative to the usd) is plummeting. #brexit #eureferendum #datavizhttps://t.co/qdmtammnak https://t.co/mvetgcrirs  MESSAGE 2: rt @wsj:the #brexit vote is wreaking havoc in the markets https://t.co/lyhubu135d https://t.co/2cxclttyiq  MESSAGE 3: here is what you can expect from a gerontocracy #brexit https://t.co/e5hnu3boo0","746319715186970625_746317408655319040_746254078603329536",
"1048884553","false","finalized","2","9/29/2016 20:58:50","untelligible","1.0000","MESSAGE 1: pro-remain rallies in #manchester, #oxford, #liverpool &amp; #london cancelled over safety fears https://t.co/xneuc9kars #brexit #uk #eu  MESSAGE 2: brexit is biggestecon shock: since wwiigeopol shock: since cuban missile crisisvulnerable context is key https://t.co/dnmz8wct54  MESSAGE 3: #brexit will end #eu investment in the #uk @euractiv https://t.co/tlvsbgwdxf","747807515014995968_747923253721706497_747837634064617473",
"1048884554","false","finalized","2","9/26/2016 14:49:58","untelligible","1.0000","MESSAGE 1: if #brexit is feared the "" black friday "" of the pound, but also of the eu #stocks #euref #votein #voteout #finance #noca…  MESSAGE 2: $sivb getting a lot of social media attention https://t.co/4iuovbxdjh #market #brexit  MESSAGE 3: $mo getting a lot of social media attention https://t.co/fmzef2u3qk #brexit #aex","746027044199342080_746006822281183232_746007873386328064",
"1048884555","false","finalized","2","10/1/2016 06:16:49","untelligible","1.0000","MESSAGE 1: #brexit - the #stocks, #pound  the #capitalism... where are they heading? costliest divorce !! (pc: ft) https://t.co/xsh7la…  MESSAGE 2: #brexit aftermath: us #stocks dive; dow, s&amp;p 500 down 3 per cent at midday https://t.co/idyvhbltul https://t.co/vzmcnfmmhj  MESSAGE 3: trending on #stocktwits $pnc at https://t.co/aehhuzx8xe #brexit #brexit","746375589242736640_746401007232487424_746443146599469056",
"1048884556","false","finalized","2","9/30/2016 19:48:22","untelligible","1.0000","MESSAGE 1: join us 4 a round table as we discuss fundamental? vs technical? analysis in markets #brexit #stocks #currency #btc? https:…  MESSAGE 2: the #brexit #stocks reaction is a buy opportunity says @bmo jack ablin. here's what he says to buy:  https://t.co/lq62uyvz…  MESSAGE 3: $csc hot on social media now, but analyzed at chartmill everyday https://t.co/5swdvy6ijy #brexit #100beurswijsheden","747824637271220225_747803245687496704_747802800646656000",
"1048884557","false","finalized","3","10/1/2016 10:47:45","untelligible","0.6455","MESSAGE 1: #stocks trading tips- impact of #brexit on @indianeconomyrr as on 23 june https://t.co/mfriaipyuw https://t.co/c0vmjo5r1t  MESSAGE 2: this is how '#brexit' is going to hit our stocks, #rupee and the economy:https://t.co/f8hpm2rnup https://t.co/jcq09exzsl  MESSAGE 3: nomura: may see 4-5% correction in market if #brexit happens.https://t.co/f8hpm2rnup#stockmarket https://t.co/nwbtosqyxg","745877481635315713_745870288974454786_745833501275070464",
"1048884558","false","finalized","2","9/26/2016 12:10:30","untelligible","1.0000","MESSAGE 1: global markets #brexit impact: s&amp;p 500 fut 2026.00 -3.79%: dow fut 17375.00 -3.01% https://t.co/vgk5jidydt#stockmarketcrash  MESSAGE 2: global markets #brexit impact: s&amp;p 500 fut 2020.60 -4.05%: dow fut 17376.00 -3.01% #ukexitseu https://t.co/wbffj6xmwx  MESSAGE 3: global markets #brexit impact: #ftse 6044.08 -4.64%: dax 9521.74 -7.17%  https://t.co/wbffj6xmwx","746303363214508032_746298069914787844_746298174264868866",
"1048884559","false","finalized","2","9/26/2016 10:21:34","untelligible","1.0000","MESSAGE 1: moshe katri: h2 recovery could be challenged due to #brexit:https://t.co/f8hpm2zmwf#stockstobuy#sensex  MESSAGE 2: #india likely to benefit from #brexit..https://t.co/zqgexunxwl https://t.co/vrbkl6tyao  MESSAGE 3: how ‘#brexit’ will impact indian #commodity #marketshttps://t.co/3rc4ebkism","747635451792523264_747634784050909184_747737661457174528",
"1048884560","false","finalized","2","9/26/2016 09:56:47","untelligible","1.0000","MESSAGE 1: final poll: 52% remain, 48% leave, probability of remain 74% (via @ncpoliticsuk), so still 1/4 chance of #brexit https://t.co/yxzluegtae  MESSAGE 2: erm, or we can contrast telling people what to do verses suggesting a conversation #irony #remain https://t.co/nm2vmflpgz  MESSAGE 3: over 65, no degree, unemployed: the indications that the queen was a brexiter were always strong.  https://t.co/0wywwp7jyp","745923860646727680_745924202046316545_746098655434768384",
"1048884561","false","finalized","3","9/26/2016 12:41:25","untelligible","0.6685","MESSAGE 1: ftse falls more than 7% within minutes of opening following #brexithttps://t.co/jo2swrtaos  MESSAGE 2: house builders persimmon down 40%, taylor wimpey down 35% on market open #brexit  MESSAGE 3: ""we are determined to keep our unity as 27,"" president of the european council donald tusk says after #brexit, https://t.co/beoc0ehfqc","746450481539653632_746455369178820612_746450567040479232",
"1048884562","false","finalized","2","9/30/2016 13:53:50","untelligible","1.0000","MESSAGE 1: european commission chief @junckereu urges uk to ""clarify its position"" on #brexit as soon as possible https://t.co/hhdhys9wno  MESSAGE 2: ""while britain is leaving the eu, it won't turn its back on europe"" - david cameronhttps://t.co/hef679uip8 #brexit https://t.co/hssu9m40on  MESSAGE 3: ""eu unit"" created in whitehall to implement changes after #brexit vote, @david_cameron announces https://t.co/hgcstfyzaz","747713750401163264_747903623988916224_747896565638008832",
"1048884563","false","finalized","2","9/26/2016 09:22:17","remain","1.0000","MESSAGE 1: #euref: why defeating #brexit is so important https://t.co/qfnahpvkcp https://t.co/nvu2xuglvz https://t.co/uwnpgulaxy  MESSAGE 2: undecided on #euref ? bear in mind #brexit is for ever, #remain is not. #voteremain (via jonathan winter on fb) https://t.co/7pgx2grzp6  MESSAGE 3: this was spotted in durham, we don't really need to make a comment about it #euref  #brexit #voteleave  #voteremain https://t.co/yyqfev5hwp","745935891194122240_745888657383505920_745933032817889280",
"1048884564","false","finalized","3","9/26/2016 10:19:30","remain","0.6628","MESSAGE 1: #uck..i have woken up in royston vasey..#brexit https://t.co/ntjtyjfvsq  MESSAGE 2: french tv reporting that the french government has already requested a renegotiation of the calais border arrangements #brexit @bfmtv  MESSAGE 3: exodus.https://t.co/hyz2bfsujv","746285263916236800_746357518062993408_746354176242913281",
"1048884565","false","finalized","2","9/30/2016 19:44:18","remain","1.0000","MESSAGE 1: marine le pen, literally the fascist head of the neo-nazi national front in france, is praising the uk...ffs #brexit  MESSAGE 2: more austerity and tax rises for the thick sun readers #brexit  MESSAGE 3: #ttip on steroids:campaigners warn post #brexit uk faces 'disastrous' trade deal with ushttps://t.co/ewk87ac5g3 https://t.co/8h5dxrrcq2","747771637043503104_747848074173779968_747888001582268417",
"1048884566","false","finalized","3","9/26/2016 15:14:25","remain","0.3509","MESSAGE 1: 12 y/o me who had a poster of @rioferdy5 on my wall (never the obvious ones) is feeling very emosh. whadda hero. https://t.co/d4dfzquteg  MESSAGE 2: #brexit would put this and future expansion at risk #oleointernational #hightech #remainineu #betterforbusiness  MESSAGE 3: .@_griffco__ which trade barriers would these be, the poorest nations have tariff free access under ""everything but arms"" #brexit ignorance","745944570760937473_745891024665444352_745893114213183488",
"1048884567","false","finalized","3","9/30/2016 10:36:50","remain","0.6837","MESSAGE 1: ""boris johnson said the result would not mean ""pulling up the drawbridge""."" he is assuming the hinge is on our side. #brexit  MESSAGE 2: what effect does an aging population's voice have on the young? read ""generation jobless"" https://t.co/cqumkvztoj  https://t.co/xguen811bp  MESSAGE 3: will no-one catch a falling star? .......... when it's jumped, no! https://t.co/w2ucowba7g","746310974957821952_746289647979008000_746389526738657280",
"1048884568","false","finalized","2","9/26/2016 19:59:30","untelligible","1.0000","MESSAGE 1: really is pretty amazing? absentee landlord? https://t.co/xbv4e1pd31  MESSAGE 2: breaking: richard branson tells @gmb 'we've lost a third of our value - and we've cancelled a deal worth 3,000 jobs' #brexit  MESSAGE 3: essential #brexit reading! view from wales: town showered with eu cash votes to leave eu https://t.co/fnduzryml3 #eu https://t.co/6deuq0twlc","747745219093864448_747752599995187200_747817238292480000",
"1048884569","false","finalized","3","9/26/2016 09:45:19","remain","0.6591","MESSAGE 1: how the weak economic case for #brexit has completely collapsed https://t.co/rrgdien9ll @cep_lse  MESSAGE 2: #brexit in seven charts — the economic impact, @chrisgiles_ @ft: https://t.co/cpyvkp9x4o  MESSAGE 3: why defeating #brexit is so important https://t.co/lbad8q4wn1 don't be fooled by the liars &amp; haters #voteremain @sjwrenlewis","745895859548749824_745804462762102785_746079979033792512",
"1048884570","false","finalized","3","10/1/2016 10:47:45","untelligible","0.6455","MESSAGE 1: #icymi: young britons use social media to declare the eu referendum result #notinmyname #brexit https://t.co/xcyu1iktcz  MESSAGE 2: our chief exec @nedwards_1 warns @hsjnews that #brexit could mean even greater #nhs financial squeeze https://t.co/lhrho99obn  MESSAGE 3: must-read on #brexit legal &amp; constitutional position @profmarkelliott https://t.co/z74oe1vhm2 …  ht @duncanweldon https://t.co/gp1ololhny","746602080673071104_746371891733078016_746275466118586368",
"1048884571","false","finalized","2","9/28/2016 13:13:34","remain","1.0000","MESSAGE 1: to be clear osborne is responsible for the slowest recovery in 300yrs and the biggest collapse in real wages ever https://t.co/hm9nnsaxnt  MESSAGE 2: why #brexit will almost certainly damage our economic prospects https://t.co/hnheqmfkz1 https://t.co/consysth41  MESSAGE 3: post-war fantasies and #brexit: the delusional view of britain’s place in the world https://t.co/efnntc7tji https://t.co/emeuhjeyd8","747740285132808192_747622992394522629_747731041213906946",
"1048884572","false","finalized","3","9/26/2016 09:36:12","untelligible","0.6628","MESSAGE 1: today's the day the uk votes in a historic #brexit referendum https://t.co/squlofltal  MESSAGE 2: everything you wanted to know, but were too afraid to ask about #brexit https://t.co/pbqljnejhu  MESSAGE 3: the future of europe hinges on the #brexit vote, and the race is sooo close: https://t.co/hbrkt4aari (photo: epa) https://t.co/imlp74bkta","745945110907621376_745945043245084673_745945063889453056",
"1048884573","false","finalized","2","9/29/2016 20:58:50","untelligible","1.0000","MESSAGE 1: experts characterize both sides of #brexit debate as rooted in fear https://t.co/08c8iadwut  MESSAGE 2: incredible https://t.co/mcpv8swqpx  MESSAGE 3: #brexit is sending markets diving. twitter could be making it worse. https://t.co/l3jrjaawhc https://t.co/uz0ch0zlnh","746525658445131776_746529424758161408_746525796307722240",
"1048884574","false","finalized","2","9/26/2016 11:28:26","untelligible","1.0000","MESSAGE 1: to build may have to be the slow and laborious task of years. to destroy can be the thoughtless act of a single day. - w. churchill #brexit  MESSAGE 2: #brexit is here. how will that impact your business? we can help you through this period of uncertainty. https://t.co/l7aotffvmb  MESSAGE 3: on today's #frontpage: #cameron rules out #brexit revote; #supremecourt strikes down #abortion limits https://t.co/f33n2kf7st","747613175999246336_747848236312969217_747753248828833793",
"1048884575","false","finalized","2","9/26/2016 09:12:09","untelligible","1.0000","MESSAGE 1: the big #brexit game has started in fx markets! check {pound index} on the terminal for gbp versus currency basket. https://t.co/hu9tv3bglf  MESSAGE 2: if you decide #brexit in #ivoted we will let you have tsipras. he can change any decision in 17 hours!!!  MESSAGE 3: odds on #brexit this morning and now https://t.co/wgduncapkr","745947381385019392_745958326014468096_745971395109199873",
"1048884576","false","finalized","3","9/26/2016 09:27:19","remain","0.6551","MESSAGE 1: schäuble's secret #brexit plan: german minfin has already made preparations for a brexit, according to doc https://t.co/y8drfrir9p  MESSAGE 2: your legacy @david_cameron @nigel_farage @borisjohnson ! congrats! #brexit https://t.co/mrn3ehcvxc  MESSAGE 3: ""god help our country."" #brexithttps://t.co/slockdj5np https://t.co/r89fhbovco","746346217236471808_746320890619633664_746333636908191744",
"1048884577","false","finalized","2","9/26/2016 09:41:18","remain","1.0000","MESSAGE 1: chris patten quoting churchill: ""the trouble with committing political suicide is that you live to regret it"".  #brexit @prosyn  MESSAGE 2: danish pm lars lokke rasmussen when asked about possible danish eu exit: ""no, we will not follow the uk."" #brexit #euco  MESSAGE 3: it is now crystal clear, in case anyone doubted those of us saying this before the #euref, that #brexit = dissolution of the #uk! #nobrexit","747664620152815616_747782648593059840_747783874596462592",
"1048884578","false","finalized","3","9/26/2016 09:36:12","remain","0.6628","MESSAGE 1: to stop the evil lizard overlords i tattoo'd my vote on my skin.where do i turn my body in to be counted?ballot boxes rather small#brexit  MESSAGE 2: we're either a player in #europe and part of a big economyor we turn our big society(tm) into a little society#brexit  MESSAGE 3: #brexit would impair global climate action.climate change causing increased flooding in uk.#ironyrt @leohickman https://t.co/weljnrak8a","746085301609762821_745879850024583168_745995988402216960",
"1048884579","false","finalized","2","9/26/2016 09:14:58","remain","1.0000","MESSAGE 1: scotland, don't went to tell you want to dobut if you ever wanted independenceleg it now! #indyref2 #brexit #euref https://t.co/xgxmndghka  MESSAGE 2: it's the banality of evil. the boring, mindless, disregard. the incompetence that has ripped apart our nation.#brexit #toryleadership  MESSAGE 3: to all those asking for unity- excuse me while i process the reality that #brexit has robbed my kids of the country i wanted them to live in","746415034016866304_746423996695089152_746399600790077440",
"1048884580","false","finalized","3","9/26/2016 09:36:12","untelligible","0.3372","MESSAGE 1: fookin' victory https://t.co/lbgxjwxanq  MESSAGE 2: @04nbod yes.but none of those things are going to be remedied by #brexit.even #voteleave leaders have admitted that  MESSAGE 3: oh, now billionaires are gleefully betting hundreds of millions of pounds on german banks failing due to #brexiti'm sure that won't hurt us","747691108529020928_747872730108862464_747751661670662144",
"1048884581","false","finalized","2","9/30/2016 02:13:54","remain","1.0000","MESSAGE 1: today's sun front page promotes #brexit and 20th century fox film also owned by rupert murdoch #voteremain #euref https://t.co/18phw33rvv  MESSAGE 2: dear harry i agree with you #brexit will only heighten @borisjohnson's arrogance and contempt for average citizens  https://t.co/tkw0r4bpsn  MESSAGE 3: boris johnson says we get bossed around by europe. great cartoon shows eu voting #remain #brexit #leaveeu #labourin https://t.co/kr9vlxjsly","745890986727997440_745773000335704064_746059993057722368",
"1048884582","false","finalized","2","9/26/2016 12:16:25","remain","1.0000","MESSAGE 1: 75% of 18-24-year-old britons who voted to remain in eu - they must be feeling betrayed  https://t.co/en2qjfs85e #brexit #climatechange  MESSAGE 2: inequality led people to vote for #brexit, says @jeremycorbyn https://t.co/4dhcwafnyl  MESSAGE 3: angela merkel says that a top priority is securing the safety and prosperity of european citizens (within the context of #brexit)","746284624662433792_746324729351536640_746300358268489729",
"1048884583","false","finalized","3","9/30/2016 10:36:50","remain","0.6642","MESSAGE 1: #brexit proponents’ false promises crumble https://t.co/sdgzth0nq2  MESSAGE 2: the myths that #brexit was built on:https://t.co/zyadqohdmr  MESSAGE 3: @daaronovitch britain needs a website to record #brexit fallout on jobs, contracts, inward investment, bankruptcies, annuities, pensions etc","747883817864728576_747871956658229249_747897095449903104",
"1048884584","false","finalized","2","9/26/2016 09:33:30","untelligible","1.0000","MESSAGE 1: that #brexit immigrant argument in three simple images from sky news..... https://t.co/yy30gtdqb3  MESSAGE 2: stay or go argument? https://t.co/zrn7pook34  MESSAGE 3: #brexit and english nationalism https://t.co/hqiyexdgdz - this by @michaelkenny_ is excellent and thoughtful, as always. #euref","745884890692988928_745880497075650561_745738650206470144",
"1048884586","false","finalized","2","9/26/2016 10:02:40","remain","1.0000","MESSAGE 1: »the double-standards of #brexit|eers are striking.«https://t.co/k8j2hs5mbe  MESSAGE 2: #brexit: what happens next? lse ideas guide to negotiating positions of all 27 eu countries https://t.co/zxrv6ztbxo https://t.co/uz5skemtsw  MESSAGE 3: leave, but, you know, not *really* leave. boris, nigel, michael screwing #brexit-voters over. who cld have known.  https://t.co/eefez7d8ub","746572375236415488_746545957395902464_746293229348347904",
